UpdateTime	TopWait
2025-06-08 00:15	> 3
2025-06-08 00:45	> 3
2025-06-08 01:15	> 3
2025-06-08 01:30	> 3
2025-06-08 01:45	> 3
2025-06-08 02:30	> 3
2025-06-08 02:45	> 3
2025-06-08 03:15	> 3
2025-06-08 03:15	> 3
2025-06-08 03:30	> 4
2025-06-08 03:45	> 4
2025-06-08 04:15	> 4
2025-06-08 04:30	> 4
2025-06-08 04:45	> 4
2025-06-08 05:15	> 4
2025-06-08 05:30	> 4
2025-06-08 05:45	> 4
2025-06-08 06:15	> 4
2025-06-08 06:30	> 4
2025-06-08 06:45	> 4
2025-06-08 07:15	> 4
2025-06-08 07:30	> 4
2025-06-08 07:45	> 4
2025-06-08 11:15	> 1
2025-06-08 12:15	> 1
2025-06-08 12:30	> 1
2025-06-08 12:30	> 1
2025-06-08 13:00	> 1
2025-06-08 13:45	> 1
2025-06-08 14:15	> 2
2025-06-08 14:45	> 3
2025-06-08 15:00	> 3
2025-06-08 15:30	> 3
2025-06-08 15:45	> 3
2025-06-08 16:30	> 3
2025-06-08 16:45	> 3
2025-06-08 16:45	> 3
2025-06-08 17:15	> 3
2025-06-08 17:30	> 3
2025-06-08 17:30	> 3
2025-06-08 18:00	> 3
2025-06-08 18:45	> 3
2025-06-08 19:15	> 3
2025-06-08 19:45	> 3
2025-06-08 20:45	> 3
2025-06-08 21:30	> 3
2025-06-08 21:30	> 3
2025-06-08 21:45	> 3
2025-06-08 22:00	> 3
2025-06-08 22:30	> 3
2025-06-08 22:45	> 3
2025-06-08 23:00	> 4
2025-06-08 23:30	> 4
2025-06-08 23:45	> 4
