2025-05-19 12:30	> 2
2025-05-19 12:45	> 2
2025-05-19 13:15	> 3
2025-05-19 13:30	> 3
2025-05-19 13:45	> 4
2025-05-19 14:30	> 4
2025-05-19 14:45	> 4
2025-05-19 15:15	> 4
2025-05-19 15:30	> 4
2025-05-19 15:45	> 4
2025-05-19 16:30	> 6
2025-05-19 16:45	> 6
2025-05-19 17:15	> 6
2025-05-19 17:30	> 6
2025-05-19 17:45	> 6
2025-05-19 18:15	> 7
2025-05-19 18:45	> 7
2025-05-19 18:45	> 7
2025-05-19 19:15	> 7
2025-05-19 19:30	> 7
2025-05-19 19:45	> 7
2025-05-19 20:45	> 7
2025-05-19 21:30	> 1
2025-05-19 21:45	> 1
2025-05-19 22:15	> 8
2025-05-19 22:45	> 8
2025-05-19 22:45	> 8
2025-05-19 23:15	> 8
2025-05-19 23:30	> 8
2025-05-19 23:45	> 8
